item, sku, size, order_num, date_of_purchase, purchase_price, status, status_update_date
Nike Air Zoom Spiridon Cage 2 Black, CU1768-001, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Thu 07 Oct 2021 - 02:09:16 PM
Jordan 3 Retro Laser Orange (W), CK9246-108, 8W, 27692235-27591994, Not Set, 210.68, Shipped To StockX, Wed 06 Oct 2021 - 09:57:31 AM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 27799428-27699187, Not Set, 152.90, Arrived At StockX, Wed 06 Oct 2021 - 10:40:51 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 8.5, 27781205-27680964, Not Set, 189.90, Verified & Shipped, Wed 06 Oct 2021 - 12:02:09 PM
Jordan 6 Retro Carmine (2021), CT8529-106, 12.5, 27758469-27658228, Not Set, 236.43, Verified & Shipped, Tue 05 Oct 2021 - 05:16:15 PM
Jordan 9 Retro University Blue (GS), 302359-140, 6Y, 27857005-27756764, Not Set, 163.90, Order Confirmed, Mon 04 Oct 2021 - 03:20:55 PM
Nike Space Hippie 01 Obsidian, DJ3056-400, 11.5, Not Found, Not Set, Not Found, Arrived At StockX, Mon 04 Oct 2021 - 03:46:51 PM
Jordan 9 Retro University Blue (GS), 302359-140, 6Y, 27857005-27756764, Not Set, 163.90, Shipped To StockX, Mon 04 Oct 2021 - 08:20:40 PM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 27802078-27701837, Not Set, 149.90, Shipped To StockX, Mon 04 Oct 2021 - 08:48:24 PM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 27802200-27701959, Not Set, 149.90, Shipped To StockX, Mon 04 Oct 2021 - 08:48:28 PM
adidas Yeezy Boost 380 Mist, FX9764, 11, 27766372-27666131, Not Set, 198.32, Refund Issued, Sun 03 Oct 2021 - 04:38:21 PM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 27802078-27701837, Not Set, 149.90, Order Confirmed, Sat 02 Oct 2021 - 08:27:22 PM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 27802200-27701959, Not Set, 149.90, Order Confirmed, Sat 02 Oct 2021 - 08:31:15 PM
Jordan 1 Mid Chicago 2020 (GS), 554275-173/554725-173, 7Y, 27799428-27699187, Not Set, 152.90, Shipped To StockX, Sat 02 Oct 2021 - 11:18:04 PM
Jordan 3 Retro Laser Orange (W), CK9246-108, 8W, 27692235-27591994, Not Set, 210.68, Shipped To StockX, Fri 01 Oct 2021 - 02:27:28 PM
Nike Air Zoom Spiridon Cage 2 Black, CU1768-001, 10, Not Found, Not Set, Not Found, Arrived At StockX, Thu 30 Sep 2021 - 10:32:04 AM
Jordan 3 Retro Tinker Black Cement Gold, CK4348-007, 13, Not Found, Not Set, Not Found, Arrived At StockX, Thu 30 Sep 2021 - 10:32:29 AM
adidas Yeezy Boost 700 V2 Cream, GY7924, 12.5, Not Found, Not Set, Not Found, Arrived At StockX, Thu 30 Sep 2021 - 10:32:52 AM
Kith x New Balance Williams III Hoodie Yellow Ombre, Not Found, XS, Not Found, Not Set, Not Found, Arrived At StockX, Thu 30 Sep 2021 - 01:02:29 PM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 9, 27671180-27570939, Not Set, 222.01, Order Confirmed, Wed 29 Sep 2021 - 08:33:37 AM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 9, 27671180-27570939, Not Set, 222.01, Shipped To StockX, Wed 29 Sep 2021 - 10:02:44 AM
Nike Air Presto Naija, CJ1229-300, L, Not Found, Not Set, Not Found, Arrived At StockX, Wed 29 Sep 2021 - 12:03:18 PM
Jordan 3 Retro Racer Blue, CT8532-145, 8, 27353812-27253571, Not Set, 200.38, Verified & Shipped, Wed 29 Sep 2021 - 07:28:27 PM
Jordan 3 Retro Laser Orange (W), CK9246-108, 8W, 27692235-27591994, Not Set, 210.68, Order Confirmed, Wed 29 Sep 2021 - 08:07:47 PM
Jordan 3 Retro Varsity Royal Cement, CT8532-400, 10, 27346742-27246501, Not Set, 237.46, Verified & Shipped, Sat 25 Sep 2021 - 12:55:36 AM
adidas Yeezy Boost 380 Mist, FX9764, 10.5, 27344489-27244248, Not Set, 190.08, Arrived At StockX, Thu 23 Sep 2021 - 01:48:16 PM
adidas Yeezy Boost 380 Mist, FX9764, 12, 27274294-27174053, Not Set, 199.35, Arrived At StockX, Wed 22 Sep 2021 - 04:19:13 PM
adidas Yeezy Boost 380 Mist, FX9764, 12, 27274294-27174053, Not Set, 199.35, Verified & Shipped, Wed 22 Sep 2021 - 08:25:45 PM
adidas Yeezy Boost 700 MNVN Bright Cyan, GZ3079, 8.5, 27262875-27162634, Not Set, 200.38, Shipped To StockX, Wed 22 Sep 2021 - 10:51:47 PM
adidas Yeezy Boost 380 Mist, FX9764, 10.5, 27344489-27244248, Not Set, 190.08, Shipped To StockX, Tue 21 Sep 2021 - 02:14:28 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 7.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 21 Sep 2021 - 02:17:19 PM
Jordan 5 Retro Alternate Bel-Air, DB3335-100, 9, 27093058-26992817, Not Set, 190.08, Delivered, Tue 21 Sep 2021 - 02:24:47 PM
Jordan 5 Retro Anthracite, DB0731-001, 11, 27060637-26960396, Not Set, 277.63, Arrived At StockX, Mon 20 Sep 2021 - 11:06:56 AM
adidas Yeezy Boost 380 Mist, FX9764, 10.5, 27344489-27244248, Not Set, 190.08, Order Confirmed, Mon 20 Sep 2021 - 01:43:09 PM
Jordan 3 Retro Varsity Royal Cement, CT8532-400, 10, 27346742-27246501, Not Set, 237.46, Order Confirmed, Mon 20 Sep 2021 - 02:49:40 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 9, Not Found, Not Set, Not Found, Arrived At StockX, Mon 20 Sep 2021 - 04:49:28 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 9, Not Found, Not Set, Not Found, Arrived At StockX, Mon 20 Sep 2021 - 04:49:29 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 9, Not Found, Not Set, Not Found, Arrived At StockX, Mon 20 Sep 2021 - 04:49:36 PM
Jordan 3 Retro Racer Blue, CT8532-145, 8, 27353812-27253571, Not Set, 200.38, Order Confirmed, Mon 20 Sep 2021 - 06:10:17 PM
adidas Yeezy Boost 380 Mist, FX9764, 12, 27274294-27174053, Not Set, 199.35, Order Confirmed, Sat 18 Sep 2021 - 10:32:14 AM
adidas Yeezy Boost 700 MNVN Bright Cyan, GZ3079, 8.5, 27262875-27162634, Not Set, 200.38, Order Confirmed, Fri 17 Sep 2021 - 11:07:41 PM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 8.5, 26813059-26712818, Not Set, 226.13, Arrived At StockX, Mon 13 Sep 2021 - 03:21:50 AM
Jordan 5 Retro Anthracite, DB0731-001, 11, 27060637-26960396, Not Set, 277.63, Order Confirmed, Sun 12 Sep 2021 - 08:18:50 PM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 10.5, 26920676-26820435, Not Set, 220.98, Shipped To StockX, Thu 09 Sep 2021 - 01:09:36 AM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 10.5, 26918734-26818493, Not Set, 254.97, Shipped To StockX, Thu 09 Sep 2021 - 08:16:11 AM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 8.5, 26813059-26712818, Not Set, 226.13, Shipped To StockX, Thu 09 Sep 2021 - 09:32:10 AM
Jordan 9 Retro Change The World (W), CV0420-100, 11W, 26823401-26723160, Not Set, 190.08, Arrived At StockX, Thu 09 Sep 2021 - 09:48:13 AM
Jordan 13 Retro Black Island Green, 414571-030, 12, Not Found, Not Set, Not Found, Arrived At StockX, Wed 08 Sep 2021 - 01:43:09 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 9.5, Not Found, Not Set, Not Found, Arrived At StockX, Wed 08 Sep 2021 - 01:43:22 PM
adidas Yeezy Boost 350 V2 Light, GY3438, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Wed 08 Sep 2021 - 01:43:37 PM
adidas Yeezy Boost 350 V2 Light, GY3438, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Wed 08 Sep 2021 - 01:43:56 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 9.5, Not Found, Not Set, Not Found, Arrived At StockX, Wed 08 Sep 2021 - 01:44:59 PM
adidas Yeezy Boost 350 V2 Light, GY3438, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Wed 08 Sep 2021 - 01:45:14 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 10, 26360613-26260372, Not Set, 246.73, Delivered, Wed 08 Sep 2021 - 04:46:31 PM
Jordan 9 Retro Change The World (W), CV0420-100, 11W, 26823401-26723160, Not Set, 190.08, Shipped To StockX, Wed 08 Sep 2021 - 06:36:19 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 10.5, 26918734-26818493, Not Set, 254.97, Order Confirmed, Wed 08 Sep 2021 - 09:31:28 PM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 10.5, 26920676-26820435, Not Set, 220.98, Order Confirmed, Wed 08 Sep 2021 - 10:16:00 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 7, Not Found, Not Set, Not Found, Arrived At StockX, Tue 07 Sep 2021 - 02:51:38 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 10, Not Found, Not Set, Not Found, Arrived At StockX, Tue 07 Sep 2021 - 02:51:52 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 10.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 07 Sep 2021 - 02:52:03 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 15, Not Found, Not Set, Not Found, Arrived At StockX, Tue 07 Sep 2021 - 02:52:18 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 10.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 07 Sep 2021 - 02:52:31 PM
adidas Yeezy Boost 350 V2 Mono Ice, GW2869, 10.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 07 Sep 2021 - 02:52:51 PM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 8.5, 26813059-26712818, Not Set, 226.13, Order Confirmed, Mon 06 Sep 2021 - 06:28:03 AM
Jordan 9 Retro Change The World (W), CV0420-100, 11W, 26823401-26723160, Not Set, 190.08, Order Confirmed, Mon 06 Sep 2021 - 01:11:32 PM
Jordan 9 Retro Change The World (W), CV0420-100, 7W, 26834169-26733928, Not Set, 159.90, Order Confirmed, Mon 06 Sep 2021 - 06:26:21 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 11, 26802585-26702344, Not Set, 246.73, Order Confirmed, Sun 05 Sep 2021 - 09:04:39 PM
Jordan 9 Retro Dark Charcoal University Gold (GS), 302359 070, 6Y, 26432903-26332662, Not Set, 189.05, Arrived At StockX, Wed 01 Sep 2021 - 08:11:44 AM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 11, 26573898-26473657, Not Set, 226.13, Shipped To StockX, Wed 01 Sep 2021 - 05:08:34 PM
Jordan 9 Retro Dark Charcoal University Gold (GS), 302359 070, 6Y, 26432903-26332662, Not Set, 189.05, Refund Issued, Wed 01 Sep 2021 - 07:54:12 PM
adidas Yeezy Boost 350 V2 Mono Mist, GW2871, 11, 26573898-26473657, Not Set, 226.13, Order Confirmed, Tue 31 Aug 2021 - 06:05:34 AM
Jordan 3 Retro Racer Blue, CT8532-145, 8, 26574204-26473963, Not Set, 200.38, Order Confirmed, Tue 31 Aug 2021 - 06:25:53 AM
Jordan 9 Retro Dark Charcoal University Gold (GS), 302359 070, 7Y, 26560827-26460586, Not Set, 215.83, Shipped To StockX, Tue 31 Aug 2021 - 08:15:31 AM
Jordan 1 Low Triple White Tumbled Leather, 553558-130, 8, Not Found, Not Set, Not Found, Arrived At StockX, Tue 31 Aug 2021 - 12:18:55 PM
Jordan 9 Retro Dark Charcoal University Gold (GS), 302359 070, 7Y, 26560827-26460586, Not Set, 215.83, Order Confirmed, Mon 30 Aug 2021 - 08:27:46 PM
Jordan 1 Low Limelight (W), DH9619-103, 8W, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 12:14:35 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 12:16:36 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 8, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 12:18:14 PM
Jordan 1 Mid White Black Royal, 554724-140, 8, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 12:18:51 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 12:33:21 PM
Nike Classic Cortez Stranger Things Sail Upside Down Pack, CJ6107-100, 13, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 12:35:43 PM
Jordan 6 Retro Electric Green, CT8529-003, 7.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 01:24:00 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 01:24:08 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 8, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 01:25:31 PM
Jordan 1 Mid Arctic Orange Black Toe, 554724-133, 8, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 01:28:34 PM
Jordan 1 Mid White Black Royal, 554724-140, 8.5, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 01:51:49 PM
Jordan 1 Mid White Black Royal, 554724-140, 8, Not Found, Not Set, Not Found, Arrived At StockX, Tue 24 Aug 2021 - 02:34:32 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 8, 26314588-26214347, Not Set, 236.43, Order Confirmed, Tue 24 Aug 2021 - 08:44:50 PM
Jordan 3 Retro Tinker Black Cement Gold, CK4348-007, 13, Not Found, Not Set, Not Found, Arrived At StockX, Wed 18 Aug 2021 - 12:50:56 PM
Nike Classic Cortez Stranger Things Sail Upside Down Pack, CJ6107-100, 10, Not Found, Not Set, Not Found, Arrived At StockX, Wed 18 Aug 2021 - 01:26:48 PMJordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 32010482-31910241, Sun 02 Jan 2022 - 12:46:47 AM, 109.14, Order Confirmed, Sun 02 Jan 2022 - 12:46:47 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 32010487-31910246, Sun 02 Jan 2022 - 12:47:04 AM, 109.14, Order Confirmed, Sun 02 Jan 2022 - 12:47:04 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 32010496-31910255, Sun 02 Jan 2022 - 12:47:20 AM, 109.14, Order Confirmed, Sun 02 Jan 2022 - 12:47:20 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 32010502-31910261, Sun 02 Jan 2022 - 12:47:39 AM, 110.14, Order Confirmed, Sun 02 Jan 2022 - 12:47:39 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32010513-31910272, Sun 02 Jan 2022 - 12:48:27 AM, 133.14, Order Confirmed, Sun 02 Jan 2022 - 12:48:27 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32010520-31910279, Sun 02 Jan 2022 - 12:48:48 AM, 134.14, Order Confirmed, Sun 02 Jan 2022 - 12:48:48 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32010526-31910285, Sun 02 Jan 2022 - 12:49:06 AM, 134.14, Order Confirmed, Sun 02 Jan 2022 - 12:49:06 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32010534-31910293, Sun 02 Jan 2022 - 12:49:53 AM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:49:53 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32010541-31910300, Sun 02 Jan 2022 - 12:50:02 AM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:50:02 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32010546-31910305, Sun 02 Jan 2022 - 12:50:19 AM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:50:19 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32010549-31910308, Sun 02 Jan 2022 - 12:50:53 AM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:50:53 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32010556-31910315, Sun 02 Jan 2022 - 12:50:56 AM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:50:56 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32010602-31910361, Sun 02 Jan 2022 - 12:53:10 AM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:53:10 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32010619-31910378, Sun 02 Jan 2022 - 12:53:48 AM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:53:48 AM
Jordan 1 Mid Arctic Orange Black Toe (GS), 554725-133, 7Y, 32012412-31912171, Sun 02 Jan 2022 - 02:45:18 AM, 186.89, Order Confirmed, Sun 02 Jan 2022 - 02:45:18 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 32013863-31913622, Sun 02 Jan 2022 - 04:44:32 AM, 193.60, Order Confirmed, Sun 02 Jan 2022 - 04:44:32 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 5.5Y, 32020579-31920338, Sun 02 Jan 2022 - 12:10:28 PM, 111.14, Order Confirmed, Sun 02 Jan 2022 - 12:10:28 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 5.5Y, 32020743-31920502, Sun 02 Jan 2022 - 12:16:36 PM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 12:16:36 PM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 5.5Y, 32020807-31920566, Sun 02 Jan 2022 - 12:19:17 PM, 111.14, Order Confirmed, Sun 02 Jan 2022 - 12:19:17 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32022350-31922109, Sun 02 Jan 2022 - 01:11:24 PM, 134.14, Order Confirmed, Sun 02 Jan 2022 - 01:11:24 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32022356-31922115, Sun 02 Jan 2022 - 01:11:42 PM, 134.14, Order Confirmed, Sun 02 Jan 2022 - 01:11:42 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32022364-31922123, Sun 02 Jan 2022 - 01:12:02 PM, 134.14, Order Confirmed, Sun 02 Jan 2022 - 01:12:02 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32022375-31922134, Sun 02 Jan 2022 - 01:12:18 PM, 134.14, Order Confirmed, Sun 02 Jan 2022 - 01:12:18 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32022391-31922150, Sun 02 Jan 2022 - 01:12:36 PM, 134.14, Order Confirmed, Sun 02 Jan 2022 - 01:12:36 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32022405-31922164, Sun 02 Jan 2022 - 01:12:59 PM, 135.14, Order Confirmed, Sun 02 Jan 2022 - 01:12:59 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6.5Y, 32022461-31922220, Sun 02 Jan 2022 - 01:14:43 PM, 138.14, Order Confirmed, Sun 02 Jan 2022 - 01:14:43 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6.5Y, 32023343-31923102, Sun 02 Jan 2022 - 01:42:30 PM, 139.14, Order Confirmed, Sun 02 Jan 2022 - 01:42:30 PM
Jordan 13 Retro Gym Red Flint Grey, DJ5982-600, 9.5, 32023366-31923125, Sun 02 Jan 2022 - 01:43:09 PM, 161.99, Order Confirmed, Sun 02 Jan 2022 - 01:43:09 PM
Jordan 1 Low SE Mighty Swooshers, DM5442-040, 13, 32024459-31924218, Sun 02 Jan 2022 - 02:15:32 PM, 250.81, Order Confirmed, Sun 02 Jan 2022 - 02:15:32 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025154-31924913, Sun 02 Jan 2022 - 02:39:29 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:39:29 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025160-31924919, Sun 02 Jan 2022 - 02:39:46 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:39:46 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025171-31924930, Sun 02 Jan 2022 - 02:40:05 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:40:05 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025180-31924939, Sun 02 Jan 2022 - 02:40:28 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:40:28 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025190-31924949, Sun 02 Jan 2022 - 02:40:39 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:40:39 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025205-31924964, Sun 02 Jan 2022 - 02:41:09 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:41:09 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025212-31924971, Sun 02 Jan 2022 - 02:41:25 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:41:25 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025219-31924978, Sun 02 Jan 2022 - 02:41:41 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:41:41 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025235-31924994, Sun 02 Jan 2022 - 02:42:14 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:42:14 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025246-31925005, Sun 02 Jan 2022 - 02:42:33 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:42:33 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025254-31925013, Sun 02 Jan 2022 - 02:42:53 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:42:53 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025280-31925039, Sun 02 Jan 2022 - 02:43:33 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:43:33 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025293-31925052, Sun 02 Jan 2022 - 02:43:49 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:43:49 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025306-31925065, Sun 02 Jan 2022 - 02:44:13 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:44:13 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025313-31925072, Sun 02 Jan 2022 - 02:44:29 PM, 127.14, Order Confirmed, Sun 02 Jan 2022 - 02:44:29 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025331-31925090, Sun 02 Jan 2022 - 02:44:53 PM, 128.14, Order Confirmed, Sun 02 Jan 2022 - 02:44:53 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025350-31925109, Sun 02 Jan 2022 - 02:45:24 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:45:24 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025369-31925128, Sun 02 Jan 2022 - 02:46:03 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:46:03 PM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 31946392-31846151, Fri 31 Dec 2021 - 01:24:30 AM, 108.14, Shipped To StockX, Sun 02 Jan 2022 - 02:46:55 PM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 7Y, 31974907-31874666, Fri 31 Dec 2021 - 08:36:22 PM, 109.14, Shipped To StockX, Sun 02 Jan 2022 - 02:46:56 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025415-31925174, Sun 02 Jan 2022 - 02:47:22 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:47:22 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025427-31925186, Sun 02 Jan 2022 - 02:47:37 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:47:37 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025437-31925196, Sun 02 Jan 2022 - 02:47:54 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:47:54 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025448-31925207, Sun 02 Jan 2022 - 02:48:07 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:48:07 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025457-31925216, Sun 02 Jan 2022 - 02:48:26 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:48:26 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025467-31925226, Sun 02 Jan 2022 - 02:48:54 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:48:54 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025477-31925236, Sun 02 Jan 2022 - 02:49:12 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:49:12 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025489-31925248, Sun 02 Jan 2022 - 02:49:27 PM, 122.14, Order Confirmed, Sun 02 Jan 2022 - 02:49:27 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025519-31925278, Sun 02 Jan 2022 - 02:50:14 PM, 124.14, Order Confirmed, Sun 02 Jan 2022 - 02:50:14 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 7.5, 32026042-31925801, Sun 02 Jan 2022 - 03:06:06 PM, 176.00, Order Confirmed, Sun 02 Jan 2022 - 03:06:06 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 8, 32026692-31926451, Sun 02 Jan 2022 - 03:25:46 PM, 216.33, Order Confirmed, Sun 02 Jan 2022 - 03:25:46 PM
Jordan 5 Retro What The, CZ5725-700, 11, 32026761-31926520, Sun 02 Jan 2022 - 03:28:08 PM, 245.59, Order Confirmed, Sun 02 Jan 2022 - 03:28:08 PM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 6.5Y, 32027526-31927285, Sun 02 Jan 2022 - 03:53:50 PM, 161.69, Order Confirmed, Sun 02 Jan 2022 - 03:53:50 PM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 7Y, 32027541-31927300, Sun 02 Jan 2022 - 03:54:20 PM, 159.59, Order Confirmed, Sun 02 Jan 2022 - 03:54:20 PM
