item, sku, size, order_num, date_of_purchase, purchase_price, status, status_update_date
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 6.5Y, 31974967-31874726, Fri 31 Dec 2021 - 08:38:02 PM, 109.14, Delivered, Tue 18 Jan 2022 - 09:10:12 AM
Jordan 1 Low SE Dark Beetroot Roma Green (GS), DM0589-635, 6.5Y, 32054760-31954519, Tue 18 Jan 2022 - 09:09:49 AM, 109.14, Delivered, Tue 18 Jan 2022 - 09:09:49 AM
Jordan 3 Retro Racer Blue, CT8532-145, 14, 32357554-32257313, Tue 18 Jan 2022 - 09:08:25 AM, 242.45, Delivered, Tue 18 Jan 2022 - 09:08:25 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32025331-31925090, Sun 02 Jan 2022 - 02:44:53 PM, 128.14, Delivered, Tue 18 Jan 2022 - 09:06:34 AM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 7Y, 31991026-31890785, Sat 01 Jan 2022 - 12:54:33 PM, 120.14, Delivered, Tue 18 Jan 2022 - 09:04:05 AM
Jordan 12 Retro Arctic Punch (GS), 510815-101, 7Y, 31991026-31890785, Sat 01 Jan 2022 - 12:54:33 PM, 120.14, Delivered, Tue 18 Jan 2022 - 09:04:06 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32383613-32283372, Tue 18 Jan 2022 - 09:02:58 AM, 121.14, Delivered, Tue 18 Jan 2022 - 09:02:58 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32383544-32283303, Tue 18 Jan 2022 - 09:02:54 AM, 121.14, Delivered, Tue 18 Jan 2022 - 09:02:54 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025306-31925065, Sun 02 Jan 2022 - 02:44:13 PM, 127.14, Delivered, Tue 18 Jan 2022 - 09:00:35 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025306-31925065, Sun 02 Jan 2022 - 02:44:13 PM, 127.14, Delivered, Tue 18 Jan 2022 - 09:00:35 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025171-31924930, Sun 02 Jan 2022 - 02:40:05 PM, 127.14, Delivered, Tue 18 Jan 2022 - 08:58:51 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025171-31924930, Sun 02 Jan 2022 - 02:40:05 PM, 127.14, Delivered, Tue 18 Jan 2022 - 08:58:51 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882333-31782092, Wed 29 Dec 2021 - 07:11:13 PM, 126.64, Delivered, Tue 18 Jan 2022 - 08:56:40 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 31882333-31782092, Wed 29 Dec 2021 - 07:11:13 PM, 126.64, Delivered, Tue 18 Jan 2022 - 08:56:40 AM
Jordan 1 Low Green Toe (GS), 553560-371, 6.5Y, 31922220-31821979, Thu 30 Dec 2021 - 03:03:16 PM, 136.14, Delivered, Tue 18 Jan 2022 - 08:56:14 AM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 7Y, 32027541-31927300, Sun 02 Jan 2022 - 03:54:20 PM, 159.59, Delivered, Tue 18 Jan 2022 - 08:55:22 AM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 7Y, 32027541-31927300, Sun 02 Jan 2022 - 03:54:20 PM, 159.59, Delivered, Tue 18 Jan 2022 - 08:55:23 AM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 6.5Y, 32027526-31927285, Sun 02 Jan 2022 - 03:53:50 PM, 161.69, Delivered, Tue 18 Jan 2022 - 08:55:19 AM
Jordan 1 Mid Tropical Twist Igloo (GS), 554725-132, 6.5Y, 32027526-31927285, Sun 02 Jan 2022 - 03:53:50 PM, 161.69, Delivered, Tue 18 Jan 2022 - 08:55:19 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025313-31925072, Sun 02 Jan 2022 - 02:44:29 PM, 127.14, Delivered, Tue 18 Jan 2022 - 08:55:01 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 5.5Y, 32025313-31925072, Sun 02 Jan 2022 - 02:44:29 PM, 127.14, Delivered, Tue 18 Jan 2022 - 08:55:01 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 10, 32078485-31978244, Mon 03 Jan 2022 - 11:00:53 PM, 170.35, Delivered, Tue 18 Jan 2022 - 08:54:51 AM
adidas Yeezy Slide Pure (Restock Pair), GW1934, 10, 32078485-31978244, Mon 03 Jan 2022 - 11:00:53 PM, 170.35, Delivered, Tue 18 Jan 2022 - 08:54:51 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32067353-31967112, Tue 18 Jan 2022 - 08:52:11 AM, 144.14, Delivered, Tue 18 Jan 2022 - 08:52:11 AM
Jordan 1 Low Bred Toe (GS), 553560-612, 7Y, 32067353-31967112, Tue 18 Jan 2022 - 08:52:11 AM, 144.14, Delivered, Tue 18 Jan 2022 - 08:52:11 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 7Y, 32067516-31967275, Tue 18 Jan 2022 - 08:49:53 AM, 129.14, Delivered, Tue 18 Jan 2022 - 08:49:53 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 7Y, 32067516-31967275, Tue 18 Jan 2022 - 08:49:53 AM, 129.14, Delivered, Tue 18 Jan 2022 - 08:49:53 AM
Jordan 1 Mid Arctic Orange Black Toe (GS), 554725-133, 6.5Y, 31994493-31894252, Sat 01 Jan 2022 - 02:46:42 PM, 196.34, Delivered, Tue 18 Jan 2022 - 08:48:00 AM
Jordan 1 Mid Arctic Orange Black Toe (GS), 554725-133, 6.5Y, 31994493-31894252, Sat 01 Jan 2022 - 02:46:42 PM, 196.34, Delivered, Tue 18 Jan 2022 - 08:48:00 AM
Jordan 1 Mid Arctic Orange Black Toe (GS), 554725-133, 6.5Y, 31989456-31889215, Sat 01 Jan 2022 - 11:53:57 AM, 199.49, Delivered, Tue 18 Jan 2022 - 08:47:53 AM
Jordan 1 Mid Arctic Orange Black Toe (GS), 554725-133, 6.5Y, 31989456-31889215, Sat 01 Jan 2022 - 11:53:57 AM, 199.49, Delivered, Tue 18 Jan 2022 - 08:47:53 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 7Y, 32067504-31967263, Tue 18 Jan 2022 - 08:46:21 AM, 129.14, Delivered, Tue 18 Jan 2022 - 08:46:21 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 7Y, 32067504-31967263, Tue 18 Jan 2022 - 08:46:21 AM, 129.14, Delivered, Tue 18 Jan 2022 - 08:46:19 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025254-31925013, Sun 02 Jan 2022 - 02:42:53 PM, 122.14, Delivered, Tue 18 Jan 2022 - 08:42:45 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32025254-31925013, Sun 02 Jan 2022 - 02:42:53 PM, 122.14, Delivered, Tue 18 Jan 2022 - 08:42:45 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32383566-32283325, Tue 18 Jan 2022 - 08:15:05 AM, 121.14, Arrived At StockX, Tue 18 Jan 2022 - 08:15:05 AM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6Y, 32383552-32283311, Tue 18 Jan 2022 - 07:52:20 AM, 121.14, Arrived At StockX, Tue 18 Jan 2022 - 07:52:20 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8.5W, 32548957-32448716, Tue 18 Jan 2022 - 03:01:43 PM, 213.19, Arrived At StockX, Tue 18 Jan 2022 - 07:21:52 AM
adidas Yeezy Boost 700 MNVN Blue Tint, GZ0711, 8.5, 32603615-32503374, Mon 17 Jan 2022 - 06:38:34 PM, 195.43, Shipped To StockX, Tue 18 Jan 2022 - 07:19:13 AM
Jordan 9 Retro Dark Charcoal University Gold (GS), 302359 070, 6.5Y, 32603430-32503189, Mon 17 Jan 2022 - 06:35:37 PM, 188.56, Shipped To StockX, Tue 18 Jan 2022 - 07:18:49 AM
Nike Dunk Low Archeo Pink (W), DD1503-111, 8W, 32550159-32449918, Tue 18 Jan 2022 - 02:31:08 PM, 214.24, Arrived At StockX, Tue 18 Jan 2022 - 06:10:43 AM
Jordan 11 Retro Animal Instinct (W), AR0715-010, 9.5W, 32400142-32299901, Tue 18 Jan 2022 - 04:10:49 AM, 186.35, Arrived At StockX, Tue 18 Jan 2022 - 04:10:49 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 7.5, 32451371-32351130, Wed 19 Jan 2022 - 02:10:13 AM, 171.86, Verified & Shipped, Wed 19 Jan 2022 - 02:10:13 AM
Jordan 5 Retro White Stealth (2021), DD0587-140, 12, 32478605-32378364, Wed 19 Jan 2022 - 02:10:07 AM, 234.09, Verified & Shipped, Wed 19 Jan 2022 - 02:10:07 AM
Jordan 6 Retro Electric Green, CT8529-003, 11, 32396357-32296116, Wed 19 Jan 2022 - 02:10:00 AM, 225.73, Verified & Shipped, Wed 19 Jan 2022 - 02:10:00 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 11, 32653103-32552862, Wed 19 Jan 2022 - 02:21:14 AM, 172.90, Order Confirmed, Wed 19 Jan 2022 - 02:21:14 AM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 32467194-32366953, Wed 19 Jan 2022 - 02:49:13 AM, 172.90, Arrived At StockX, Wed 19 Jan 2022 - 02:49:13 AM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 9.5, 32454373-32354132, Wed 19 Jan 2022 - 03:55:56 AM, 179.54, Verified & Shipped, Wed 19 Jan 2022 - 03:55:56 AM
Nike Dunk Low Midas Gold, DD1391-701, 8, 32549005-32448764, Wed 19 Jan 2022 - 03:38:07 AM, 172.44, Arrived At StockX, Wed 19 Jan 2022 - 03:38:07 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 13, 32949641-32849400, Thu 27 Jan 2022 - 11:18:15 PM, 170.83, Verified & Shipped, Thu 27 Jan 2022 - 11:18:15 PM
Nike Air Max Plus Triple Black, 604133-050, 10.5, 32970142-32869901, Thu 27 Jan 2022 - 08:06:02 PM, 143.18, Shipped To StockX, Thu 27 Jan 2022 - 08:06:02 PM
Nike Air Max Plus Triple Black, 604133-050, 10.5, 32970142-32869901, Thu 27 Jan 2022 - 06:06:22 PM, 143.18, Order Confirmed, Thu 27 Jan 2022 - 06:06:22 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32789352-32689111, Thu 27 Jan 2022 - 04:16:10 PM, 199.71, Verified & Shipped, Thu 27 Jan 2022 - 04:16:10 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6Y, 32965630-32865389, Thu 27 Jan 2022 - 03:34:37 PM, 140.14, Order Confirmed, Thu 27 Jan 2022 - 03:34:37 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32589532-32489291, Mon 17 Jan 2022 - 12:08:39 PM, 124.14, Delivered, Thu 27 Jan 2022 - 03:12:45 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 32688863-32588622, Thu 27 Jan 2022 - 03:12:17 PM, 143.14, Delivered, Thu 27 Jan 2022 - 03:12:17 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32589549-32489308, Mon 17 Jan 2022 - 12:09:11 PM, 124.14, Delivered, Thu 27 Jan 2022 - 03:12:16 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 6Y, 32657688-32557447, Thu 27 Jan 2022 - 03:12:15 PM, 121.14, Delivered, Thu 27 Jan 2022 - 03:12:15 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 32623703-32523462, Tue 18 Jan 2022 - 10:29:55 AM, 143.14, Delivered, Thu 27 Jan 2022 - 03:12:13 PM
Jordan 6 Retro Electric Green, CT8529-003, 11, 32502311-32402070, Thu 27 Jan 2022 - 02:24:40 PM, 226.78, Delivered, Thu 27 Jan 2022 - 02:24:40 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 11, 32468692-32368451, Thu 27 Jan 2022 - 02:17:17 PM, 189.46, Delivered, Thu 27 Jan 2022 - 02:17:17 PM
Jordan 13 Retro Court Purple, DJ5982-015, 9.5, 32962589-32862348, Thu 27 Jan 2022 - 02:17:13 PM, 181.18, Order Confirmed, Thu 27 Jan 2022 - 02:17:13 PM
Jordan 1 Mid SE Corduroy Sail, DA8009-108, 8.5W, 32549786-32449545, Thu 27 Jan 2022 - 02:11:09 PM, 164.14, Delivered, Thu 27 Jan 2022 - 02:11:09 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 11, 32653103-32552862, Wed 19 Jan 2022 - 02:21:14 AM, 172.90, Delivered, Thu 27 Jan 2022 - 02:11:01 PM
Jordan 13 Retro Court Purple, DJ5982-015, 9, 32952535-32852294, Thu 27 Jan 2022 - 02:09:18 PM, 173.93, Shipped To StockX, Thu 27 Jan 2022 - 02:09:18 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 9, 32455520-32355279, Thu 27 Jan 2022 - 02:08:07 PM, 171.86, Delivered, Thu 27 Jan 2022 - 02:08:07 PM
Jordan 14 Retro Winterized Archaeo Brown, DO9406-200, 8.5, 32348143-32247902, Thu 27 Jan 2022 - 02:07:49 PM, 201.88, Delivered, Thu 27 Jan 2022 - 02:07:49 PM
Jordan 13 Retro Court Purple, DJ5982-015, 10.5, 32960669-32860428, Thu 27 Jan 2022 - 01:24:06 PM, 187.39, Order Confirmed, Thu 27 Jan 2022 - 01:24:06 PM
Jordan 13 Retro Court Purple, DJ5982-015, 14, 32855116-32754875, Thu 27 Jan 2022 - 12:23:30 PM, 192.43, Arrived At StockX, Thu 27 Jan 2022 - 12:23:30 PM
Jordan 13 Retro Court Purple, DJ5982-015, 9, 32952535-32852294, Thu 27 Jan 2022 - 09:14:07 AM, 173.93, Order Confirmed, Thu 27 Jan 2022 - 09:14:07 AM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 13, 32949641-32849400, Thu 27 Jan 2022 - 07:26:57 AM, 170.83, Order Confirmed, Thu 27 Jan 2022 - 07:26:57 AM
adidas Yeezy Boost 380 Mist, FX9764, 9, 33022851-32922610, Fri 28 Jan 2022 - 11:35:02 PM, 170.83, Order Confirmed, Fri 28 Jan 2022 - 11:35:02 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 10, 32905607-32805366, Fri 28 Jan 2022 - 11:21:21 PM, 237.23, Shipped To StockX, Fri 28 Jan 2022 - 11:21:21 PM
Jordan 13 Retro Court Purple, DJ5982-015, 9, 32952535-32852294, Thu 27 Jan 2022 - 09:14:07 AM, 173.93, Verified & Shipped, Fri 28 Jan 2022 - 11:14:14 PM
Jordan 13 Retro Court Purple, DJ5982-015, 10, 32925477-32825236, Fri 28 Jan 2022 - 07:55:54 PM, 186.35, Verified & Shipped, Fri 28 Jan 2022 - 07:55:54 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6Y, 32965630-32865389, Thu 27 Jan 2022 - 03:34:37 PM, 140.14, Shipped To StockX, Fri 28 Jan 2022 - 07:41:09 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 33009951-32909710, Fri 28 Jan 2022 - 05:14:09 PM, 186.35, Order Confirmed, Fri 28 Jan 2022 - 05:14:09 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 8.5, 33005801-32905560, Fri 28 Jan 2022 - 03:40:14 PM, 187.39, Order Confirmed, Fri 28 Jan 2022 - 03:40:14 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10, 33005675-32905434, Fri 28 Jan 2022 - 03:37:46 PM, 186.35, Order Confirmed, Fri 28 Jan 2022 - 03:37:46 PM
Jordan 1 Mid Triple White 2.0 (2020), 554724-130, 9.5, 32454373-32354132, Fri 28 Jan 2022 - 03:12:23 PM, 179.54, Delivered, Fri 28 Jan 2022 - 03:12:23 PM
Jordan 5 Retro White Stealth (2021) (GS), 440888-140, 5.5Y, 32551877-32451636, Fri 28 Jan 2022 - 03:11:28 PM, 138.35, Delivered, Fri 28 Jan 2022 - 03:11:28 PM
Jordan 5 Retro What The, CZ5725-700, 9.5, 32678361-32578120, Fri 28 Jan 2022 - 03:11:23 PM, 226.78, Delivered, Fri 28 Jan 2022 - 03:11:23 PM
Jordan 13 Retro White Lucky Green, DB6537-113/414571-113, 13, 32579983-32479742, Mon 17 Jan 2022 - 03:13:14 AM, 219.46, Delivered, Fri 28 Jan 2022 - 02:18:31 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12, 32451744-32351503, Fri 28 Jan 2022 - 02:18:25 PM, 197.63, Delivered, Fri 28 Jan 2022 - 02:18:25 PM
Jordan 5 Retro White Stealth (2021), DD0587-140, 8.5, 32481710-32381469, Fri 28 Jan 2022 - 02:18:21 PM, 203.79, Delivered, Fri 28 Jan 2022 - 02:18:21 PM
Jordan 9 Retro Dark Charcoal University Gold, CT8019-070, 13, 32637567-32537326, Tue 18 Jan 2022 - 05:18:33 PM, 248.84, Delivered, Fri 28 Jan 2022 - 02:18:20 PM
Jordan 13 Retro Court Purple, DJ5982-015, 12.5, 32715039-32614798, Fri 28 Jan 2022 - 02:12:34 PM, 214.27, Delivered, Fri 28 Jan 2022 - 02:12:34 PM
Jordan 5 Retro White Stealth (2021), DD0587-140, 8.5, 32502072-32401831, Fri 28 Jan 2022 - 02:08:31 PM, 203.79, Verified & Shipped, Fri 28 Jan 2022 - 02:08:31 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 5Y, 32999129-32898888, Fri 28 Jan 2022 - 01:26:10 PM, 112.14, Order Confirmed, Fri 28 Jan 2022 - 01:26:10 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 11, 32334362-32234121, Fri 28 Jan 2022 - 01:14:19 PM, 209.12, Delivered, Fri 28 Jan 2022 - 01:14:19 PM
Nike Air Max Plus Triple Black, 604133-050, 10.5, 32970142-32869901, Thu 27 Jan 2022 - 06:06:22 PM, 143.18, Arrived At StockX, Fri 28 Jan 2022 - 12:21:52 PM
Jordan 13 Retro Court Purple, DJ5982-015, 9, 32952535-32852294, Thu 27 Jan 2022 - 09:14:07 AM, 173.93, Arrived At StockX, Fri 28 Jan 2022 - 11:01:45 AM
Jordan 13 Retro Court Purple, DJ5982-015, 10, 32925477-32825236, Fri 28 Jan 2022 - 07:55:54 PM, 186.35, Arrived At StockX, Fri 28 Jan 2022 - 08:59:11 AM
Jordan 13 Retro Court Purple, DJ5982-015, 9.5, 32962589-32862348, Thu 27 Jan 2022 - 02:17:13 PM, 181.18, Shipped To StockX, Fri 28 Jan 2022 - 07:09:37 AM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10.5, 33009951-32909710, Fri 28 Jan 2022 - 05:14:09 PM, 186.35, Shipped To StockX, Sat 29 Jan 2022 - 01:01:43 AM
Jordan 13 Retro Court Purple (GS), 884129-015, 6.5Y, 33056064-32955823, Sat 29 Jan 2022 - 09:06:13 PM, 140.14, Order Confirmed, Sat 29 Jan 2022 - 09:06:13 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 8.5, 33005801-32905560, Fri 28 Jan 2022 - 03:40:14 PM, 187.39, Shipped To StockX, Sat 29 Jan 2022 - 06:18:36 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 33007744-32907503, Sat 29 Jan 2022 - 06:18:35 PM, 185.32, Shipped To StockX, Sat 29 Jan 2022 - 06:18:35 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33050706-32950465, Sat 29 Jan 2022 - 05:45:07 PM, 142.14, Order Confirmed, Sat 29 Jan 2022 - 05:45:07 PM
Jordan 13 Retro Gym Red Flint Grey (GS), 884129-600, 5Y, 32999129-32898888, Fri 28 Jan 2022 - 01:26:10 PM, 112.14, Shipped To StockX, Sat 29 Jan 2022 - 01:58:12 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33042046-32941805, Sat 29 Jan 2022 - 01:04:20 PM, 142.14, Order Confirmed, Sat 29 Jan 2022 - 01:04:20 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 33042030-32941789, Sat 29 Jan 2022 - 01:03:54 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 01:03:54 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33041648-32941407, Sat 29 Jan 2022 - 12:51:53 PM, 142.14, Order Confirmed, Sat 29 Jan 2022 - 12:51:53 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 33041625-32941384, Sat 29 Jan 2022 - 12:51:17 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:51:17 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33041550-32941309, Sat 29 Jan 2022 - 12:48:58 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:48:58 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 33041537-32941296, Sat 29 Jan 2022 - 12:48:39 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:48:39 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33041409-32941168, Sat 29 Jan 2022 - 12:44:51 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:44:51 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33041350-32941109, Sat 29 Jan 2022 - 12:43:04 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:43:04 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 33041332-32941091, Sat 29 Jan 2022 - 12:42:41 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:42:41 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 33041210-32940969, Sat 29 Jan 2022 - 12:39:22 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:39:22 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33041186-32940945, Sat 29 Jan 2022 - 12:38:47 PM, 143.14, Order Confirmed, Sat 29 Jan 2022 - 12:38:47 PM
Jordan 1 Mid Arctic Orange Black Toe (GS), 554725-133, 6.5Y, 31989347-31889106, Sat 01 Jan 2022 - 11:48:48 AM, 196.34, Delivered, Sat 29 Jan 2022 - 09:03:20 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 5.5Y, 32888805-32788564, Sun 30 Jan 2022 - 09:04:55 AM, 133.14, Shipped To StockX, Sun 30 Jan 2022 - 09:04:55 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 5.5Y, 32888805-32788564, Sun 30 Jan 2022 - 09:04:55 AM, 133.14, Shipped To StockX, Sun 30 Jan 2022 - 09:04:52 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 7Y, 33072139-32971898, Sun 30 Jan 2022 - 12:51:09 PM, 142.14, Order Confirmed, Sun 30 Jan 2022 - 12:51:09 PM
adidas Yeezy Boost 700 MNVN Honey Flux, GZ0717, 8, 33085871-32985630, Sun 30 Jan 2022 - 07:57:39 PM, 188.42, Order Confirmed, Sun 30 Jan 2022 - 07:57:39 PM
Nike Air Max Plus Triple Black, 604133-050, 11.5, 33075765-32975524, Sun 30 Jan 2022 - 02:28:35 PM, 151.54, Order Confirmed, Sun 30 Jan 2022 - 02:28:35 PM
adidas Yeezy Boost 380 Mist, FX9764, 8, 33075234-32974993, Sun 30 Jan 2022 - 02:20:16 PM, 174.97, Order Confirmed, Sun 30 Jan 2022 - 02:20:16 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 10, 33005675-32905434, Fri 28 Jan 2022 - 03:37:46 PM, 186.35, Shipped To StockX, Sun 30 Jan 2022 - 01:58:57 PM
Nike Dunk Low EMB NBA 75th Anniversary Chicago (GS), DO6288-100, 7Y, 33091767-32991526, Sun 30 Jan 2022 - 11:19:31 PM, 152.14, Order Confirmed, Sun 30 Jan 2022 - 11:19:31 PM
adidas Yeezy Boost 380 Pepper, FZ1269, 9, 33092305-32992064, Sun 30 Jan 2022 - 11:42:39 PM, 150.14, Order Confirmed, Sun 30 Jan 2022 - 11:42:39 PM
Jordan 1 Low Bred Toe (GS), 553560-612, 6Y, 32022405-31922164, Sun 02 Jan 2022 - 01:12:59 PM, 135.14, Delivered, Mon 31 Jan 2022 - 01:37:48 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 33107437-33007196, Mon 31 Jan 2022 - 01:28:29 PM, 185.32, Order Confirmed, Mon 31 Jan 2022 - 01:28:29 PM
Jordan 5 Retro Raging Bull Red (2021), DD0587-600, 8.5, 32642005-32541764, Tue 18 Jan 2022 - 07:29:33 PM, 205.88, Delivered, Mon 31 Jan 2022 - 01:20:38 PM
Jordan 12 Retro Low Easter (2021), DB0733-190, 11, 32634842-32534601, Tue 18 Jan 2022 - 04:05:13 PM, 170.83, Delivered, Mon 31 Jan 2022 - 01:20:34 PM
Jordan 1 Mid White Pollen Black (GS), 554725-177, 6.5Y, 32589562-32489321, Mon 17 Jan 2022 - 12:09:28 PM, 124.14, Delivered, Mon 31 Jan 2022 - 01:20:34 PM
adidas Yeezy 700 V3 Copper Fade, GY4109, 8.5, 32623084-32522843, Tue 18 Jan 2022 - 10:10:34 AM, 168.76, Delivered, Mon 31 Jan 2022 - 01:19:52 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 32629978-32529737, Tue 18 Jan 2022 - 01:41:42 PM, 143.14, Delivered, Mon 31 Jan 2022 - 01:19:46 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 32708522-32608281, Mon 31 Jan 2022 - 01:19:44 PM, 143.14, Delivered, Mon 31 Jan 2022 - 01:19:44 PM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 5.5Y, 32688516-32588275, Mon 31 Jan 2022 - 01:19:43 PM, 141.14, Delivered, Mon 31 Jan 2022 - 01:19:43 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 9.5, 33007744-32907503, Mon 31 Jan 2022 - 01:00:16 PM, 185.32, Arrived At StockX, Mon 31 Jan 2022 - 01:00:16 PM
Jordan 13 Retro Obsidian Powder Blue White, 414571-144, 8.5, 33005801-32905560, Fri 28 Jan 2022 - 03:40:14 PM, 187.39, Arrived At StockX, Mon 31 Jan 2022 - 12:48:48 PM
Jordan 13 Retro Court Purple, DJ5982-015, 9.5, 32962589-32862348, Thu 27 Jan 2022 - 02:17:13 PM, 181.18, Verified & Shipped, Mon 31 Jan 2022 - 11:55:39 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6Y, 32965630-32865389, Thu 27 Jan 2022 - 03:34:37 PM, 140.14, Arrived At StockX, Mon 31 Jan 2022 - 11:42:17 AM
adidas Yeezy Boost 380 Mist, FX9764, 8, 33075234-32974993, Sun 30 Jan 2022 - 02:20:16 PM, 174.97, Shipped To StockX, Mon 31 Jan 2022 - 11:02:10 AM
Nike Air Max Plus Triple Black, 604133-050, 11.5, 33075765-32975524, Sun 30 Jan 2022 - 02:28:35 PM, 151.54, Shipped To StockX, Mon 31 Jan 2022 - 07:14:09 AM
Jordan 6 Retro Carmine 2021 (GS), 384665-106, 6.5Y, 33041537-32941296, Sat 29 Jan 2022 - 12:48:39 PM, 143.14, Shipped To StockX, Mon 31 Jan 2022 - 06:01:40 PM
